occurrence_id	work	language	match	short_context	ai_decision	confidence	reason_code	review_note
tolstoy-war-and-peace-2a9b6c844f229aa3	tolstoy-war-and-peace	ru	я так люблю и ее, и всех вас	— Тебе хорошо... я не завидую... я тебя люблю, и Бориса тоже, — говорила она, собравшись немного с силами, — он милый... для вас нет препятствий. А Николай мне cousin... надобно... сам митрополит... и то нельзя. И потом, ежели маменьке... (Соня графиню и считала и называла матерью)... она скажет, что я порчу карьеру Николая, у меня нет сердца, что я неблагодарная, а право... вот ей-Богу... (она перекрестилась) я так люблю и ее, и всех вас, только Вера одна... За чтó? Чтó я ей сделала? Я так благодарна вам, что рада бы всем пожертвовать, да мне нечем...	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	Russian «я так люблю … всех вас» explicitly predicates любить with first-person singular experiencer «я» and second-person plural target «вас».
tolstoy-war-and-peace-4266b8d63fd3c12f	tolstoy-war-and-peace	ru	я вас люблю	— Голубушка, мамаша, как я вас люблю, как мне хорошо! — крикнула Наташа, плача слезами счастья и волнения и обнимая мать.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	Russian «я вас люблю» explicitly realizes first-person singular experiencer «я» loving the second-person target «вас».
tolstoy-war-and-peace-4fe2d8d695be8d2e	tolstoy-war-and-peace	ru	Я никогда не перестаю тебя любить	— Нет не то. Я никогда не перестаю тебя любить. И больше любить нельзя; а это особенно... Ну, да... — Он не договорил, потому что встретившийся взгляд их договорил остальное.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	Russian «Я никогда не перестаю тебя любить» explicitly means “I never cease loving you,” with first-person singular experiencer and second-person target.
tolstoy-war-and-peace-52d0036c945261b8	tolstoy-war-and-peace	ru	Je vous aime	«Людовика XVI казнили за то, что они говорили, что он был бесчестен и преступник (пришло Пьеру в голову), и они были правы с своей точки зрения, так же как правы и те, которые за него умирали мученическою смертью и причисляли его к лику святых. Потом Робеспьера казнили за то, что он был деспот. Кто прав, кто виноват? Никто. А жив и живи: завтра умрешь, как мог я умереть час тому назад. И стòит ли того мучиться, когда жить остается одну секунду в сравнении с вечностью?» — Но в ту минуту, как он считал себя успокоенным такого рода рассуждениями, ему вдруг представлялась она и в те минуты, когда он сильнее всего выказывал ей свою неискреннюю любовь, и он чувствовал прилив крови к сердцу, и должен был опять вставать, двигаться, и ломать, и рвать попадающиеся ему под руки вещи. «Зачем я сказал ей: «Je vous aime?» все повторял он сам себе. И повторив десятый раз этот вопрос, ему пришло в голову Мольерово: mais que diable allait il faire dans cette galère? и он засмеялся сам над собою.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The quoted French clause «Je vous aime» explicitly realizes first-person singular aimer with second-person vous as the loved target; its self-quoted status does not affect membership.
tolstoy-war-and-peace-5d3a51a3a6151f31	tolstoy-war-and-peace	ru	Je vous aime	«Но в чем же я виноват? — спрашивал он. — В том, что ты женился не любя ее, в том, что ты обманул и себя и ее, — и ему живо представилась та минута после ужина у князя Василья, когда он сказал эти невыходившие из него слова: «Je vous aime». Всё от этого! Я и тогда чувствовал, думал он, я чувствовал тогда, что это было не то, что я не имел на это права. Так и вышло». Он вспомнил медовый месяц, и покраснел при этом воспоминании. Особенно живо, оскорбительно и постыдно было для него воспоминание о том, как однажды, вскоре после своей женитьбы, он в 12-м часу дня, в шелковом халате пришел из спальни в кабинет, и в кабинете застал главного управляющего, который почтительно поклонился, поглядел на лицо Пьера, на его халат и слегка улыбнулся, как бы выражая этою улыбкой почтительное сочувствие счастию своего принципала.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The quoted French clause «Je vous aime» explicitly realizes first-person singular aimer with second-person vous as the loved target; remembered self-quotation remains within scope.
tolstoy-war-and-peace-63c8aa43804f6006	tolstoy-war-and-peace	ru	je vous aime	Он не повторял, как тогда, с болезненным стыдом слов сказанных им, не говорил себе: «ах, зачем я не сказал этого, и зачем, зачем я сказал тогда «je vous aime?». Теперь, напротив, каждое слово ее, свое, он повторял в своем воображении со всеми подробностями лица, улыбки и ничего не хотел ни убавить, ни прибавить: хотелось только повторять. Сомнений в том, хорошо ли или дурно то, чтò он предпринял, — теперь не было и тени. Одно только страшное сомнение иногда приходило ему в голову. Не во сне ли всё это? Не ошиблась ли княжна Марья? Не слишком ли я горд и самонадеян? Я верю; а вдруг, чтò и должно случиться, княжна Марья скажет ей, а она улыбнется и ответит: «как странно! Он верно ошибся. Разве он не знает, что он человек, просто человек, а я?.. Я совсем другое, высшее».	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The quoted French phrase «je vous aime» explicitly realizes first-person singular aimer with second-person vous as the loved target; retrospective quotation does not affect membership.
tolstoy-war-and-peace-688622e2fb7fe83d	tolstoy-war-and-peace	ru	Я любил вас	— Это вы сделали? — сказал он, указывая на поломанные сургучи и перья. — Я любил вас, но Аракчеев велел мне, и я убью первого, кто двинется вперед. — Николинька оглянулся на Пьера; но Пьера уже не было. Пьер был отец — князь Андрей, и отец не имел образа и формы, но он был, и видя его, Николинька почувствовал слабость любви: он почувствовал себя бессильным, бескостным и жидким. Отец ласкал и жалел его. Но дядя Николай Ильич всё ближе и ближе надвигался на них. Ужас охватил Николиньку и он проснулся.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	«Я любил вас» explicitly realizes first-person singular experiencer я with past-tense любовь and second-person target вас.
tolstoy-war-and-peace-73d98923c166b6da	tolstoy-war-and-peace	ru	я вас всегда буду любить	— Василий Дмитрич, мне вас так жалко!... Нет, но вы такой славный... но не надо... это... а так я вас всегда буду любить.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	Russian «я вас всегда буду любить» explicitly realizes first-person singular experiencer «я» loving second-person target «вас» in the future.
tolstoy-war-and-peace-825337cf31d56b81	tolstoy-war-and-peace	ru	я тебя люблю	— Тебе хорошо... я не завидую... я тебя люблю, и Бориса тоже, — говорила она, собравшись немного с силами, — он милый... для вас нет препятствий. А Николай мне cousin... надобно... сам митрополит... и то нельзя. И потом, ежели маменьке... (Соня графиню и считала и называла матерью)... она скажет, что я порчу карьеру Николая, у меня нет сердца, что я неблагодарная, а право... вот ей-Богу... (она перекрестилась) я так люблю и ее, и всех вас, только Вера одна... За чтó? Чтó я ей сделала? Я так благодарна вам, что рада бы всем пожертвовать, да мне нечем...	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The explicit Russian clause «я тебя люблю» has first-person singular experiencer «я» and second-person singular target «тебя» with the love verb «люблю».
tolstoy-war-and-peace-84d11ba0fe45ba21	tolstoy-war-and-peace	ru	Я люблю вас	— Не говорите мне этого. Я ничего не хочу. Я люблю вас, как брата, и всегда буду любить, и больше мне ничего не надо.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	Russian «Я люблю вас, как брата» explicitly realizes first-person singular experiencer «Я» loving second-person target «вас»; the fraternal qualification does not negate the LOVE relation.
tolstoy-war-and-peace-8607fd3b759f0ca3	tolstoy-war-and-peace	ru	je vous aime	«Mais assez de bavardage comme cela. Je finis mon second feuillet, et maman me fait chercher pour aller dîner chez les Apraksines. Lisez le livre mystique que je vous envoie et qui fait fureur chez nous. Quoiqu’il y ait des choses dans ce livre difficiles à atteindre avec la faible conception humaine, c’est un livre admirable dont la lecture calme et élève l’âme. Adieu. Mes respects à monsieur votre père et mes compliments à m-elle Bourienne. Je vous embrasse comme je vous aime.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The French clause «je vous aime» explicitly realizes first-person singular aimer with second-person «vous» as the loved target.
tolstoy-war-and-peace-8dd4aaa6bea98c65	tolstoy-war-and-peace	ru	я люблю тебя	— Моя жена, — продолжал князь Андрей, — прекрасная женщина. Это одна из тех редких женщин, с которою можно быть покойным за свою честь; но, Боже мой, чего бы я не дал теперь, чтобы не быть женатым! Это я тебе одному и первому говорю, потому что я люблю тебя.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	Russian «я люблю тебя» explicitly realizes first-person singular я as experiencer and second-person singular тебя as the direct target of люблю (‘love’).
tolstoy-war-and-peace-c18f05ddcf9c2d48	tolstoy-war-and-peace	ru	Je vous aime	«Она во всем, во всем она одна виновата, — говорил он сам себе; — но чтò ж из этого? Зачем я себя связал с нею, зачем я ей сказал этот: «Je vous aime», которое было ложь и еще хуже чем ложь, говорил он сам себе. Я виноват и должен нести... Чтò? Позор имени, несчастие жизни? Э, всё вздор, — подумал он, — и позор имени, и честь, всё условно, всё независимо от меня.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The quoted French formula «Je vous aime» explicitly realizes first-person singular experiencer je loving second-person target vous; its characterization as a lie does not affect membership.
tolstoy-war-and-peace-c93b9ce1720ccfb5	tolstoy-war-and-peace	ru	я тебя люблю	— Маша, — сказала она, робко притянув к себе ее руку. — Маша, ты не думай, что я дурная. Нет? Маша, голубушка. Как я тебя люблю. Будем совсем, совсем друзьями.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	Russian «Как я тебя люблю» explicitly realizes любить with first-person singular experiencer «я» and second-person singular target «тебя».
tolstoy-war-and-peace-c99d416e0700fb47	tolstoy-war-and-peace	ru	Je vous aime	— Pourquoi? Je vous aime plus, que jamais, — говорила княжна Марья, et je tâcherai de faire tout ce qui est en mon pouvoir pour votre bonheur.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	French code-switched «Je vous aime» explicitly realizes first-person singular LOVE with second-person «vous» as the direct target.
tolstoy-war-and-peace-e030d49aa60c49ae	tolstoy-war-and-peace	ru	Я вас всех люблю	Маленькая княгиня лежала на подушках, в белом чепчике. (Страдания только что отпустили ее.) Черные волосы прядями вились у ее воспаленных, вспотевших щек; румяный, прелестный ротик с губкой, покрытою черными волосиками, был раскрыт, и она радостно улыбалась. Князь Андрей вошел в комнату и остановился перед ней, у изножья дивана, на котором она лежала. Блестящие глаза, смотревшие детски-испуганно и взволнованно, остановились на нем, не изменяя выражения. «Я вас всех люблю, я никому зла не делала, за чтò я страдаю? помогите мне», говорило ее выражение. Она видела мужа, но не понимала значения его появления теперь перед нею. Князь Андрей обошел диван и в лоб поцеловал ее.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	«Я вас всех люблю» explicitly realizes first-person singular experiencer я with second-person target вас всех and the love verb люблю; its presentation as what her expression ‘said’ does not affect membership.
tolstoy-war-and-peace-e29b4455dd5ee9fc	tolstoy-war-and-peace	ru	я вас очень люблю	— Charmée de vous voir. Je suis très contente de vous voir, — сказала она Пьеру, в то время, как он целовал ее руку. Она знала его ребенком, и теперь дружба его с Андреем, его с женою, а главное, его доброе, простое лицо расположили ее к нему. Она смотрела на него своими прекрасными, лучистыми глазами и, казалось, говорила: «я вас очень люблю, но пожалуйста не смейтесь над моими». Обменявшись первыми фразами приветствия, они сели.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The quoted Russian clause «я вас очень люблю» explicitly realizes first-person singular experiencer я with second-person polite/plural target вас as the object of люблю (‘love’).
tolstoy-war-and-peace-ea55392da1ec1d5f	tolstoy-war-and-peace	ru	Я люблю тебя	то тогда так только, потому что для него это было бы ужасно, а он понял это иначе. Он подумал, что это для меня ужасно бы было. Он тогда еще хотел жить — боялся смерти. И я так грубо, глупо сказала ему. Я не думала этого. Я думала совсем другое. Если б я сказала то, чтò думала, я бы сказала: пускай бы он умирал, всё время умирал бы перед моими глазами, я была бы счастлива в сравнении с тем, чтò я теперь. Теперь... Ничего, никого нет. Знал ли он это? Нет. Не знал и никогда не узнает. И теперь никогда, никогда уже нельзя поправить этого». И опять он говорил ей те же слова, но теперь в воображении своем Наташа отвечала ему иначе. Она останавливала его и говорила: «ужасно для вас, но не для меня. Вы знайте, что мне без вас нет ничего в жизни, и страдать с вами для меня лучшее счастие». И он брал ее руку и жал ее так, как он жал ее в тот страшный вечер, за четыре дня перед смертию. И в воображении своем она говорила ему еще другие нежные, любовные речи, которые она могла бы сказать тогда. «Я люблю тебя... тебя... люблю, люблю...», говорила она, судорожно сжимая руки, стискивая зубы с ожесточенным усилием.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The explicit Russian clause «Я люблю тебя» has first-person singular «я» as experiencer and second-person singular «тебя» as the direct target of «люблю» in the interpersonal love sense.
shakespeare-king-lear-afbd3a1978a723e3	shakespeare-king-lear	en	I love you	GONERIL. Sir, I love you more than word can wield the matter; Dearer than eyesight, space, and liberty; Beyond what can be valu’d, rich or rare; No less than life, with grace, health, beauty, honour; As much as child e’er lov’d, or father found; A love that makes breath poor and speech unable; Beyond all manner of so much I love you.	KEEP	1.0	VALID_EXPLICIT_LOVE_I_YOU	Goneril explicitly uses first-person experiencer “I” with transitive “love” and second-person target “you.”
shakespeare-king-lear-cf26d564136c4590	shakespeare-king-lear	en	I love you	GONERIL. Sir, I love you more than word can wield the matter; Dearer than eyesight, space, and liberty; Beyond what can be valu’d, rich or rare; No less than life, with grace, health, beauty, honour; As much as child e’er lov’d, or father found; A love that makes breath poor and speech unable; Beyond all manner of so much I love you.	KEEP	1.0	VALID_EXPLICIT_LOVE_I_YOU	Goneril explicitly uses first-person experiencer “I” with love and second-person target “you”: “I love you.”
tolstoy-war-and-peace-236e475097c9ad71	tolstoy-war-and-peace	ru	Я вас люблю	— Нет, я должен. Может быть это suffisance с моей стороны, но всё лучше сказать. Ежели вы откажетесь для меня, то я должен вам сказать всю правду. Я вас люблю, я думаю, больше всех...	KEEP	1.0	VALID_EXPLICIT_LOVE_I_YOU	Russian «Я вас люблю» explicitly realizes first-person singular experiencer «я» loving the second-person respectful/plural object «вас».
tolstoy-war-and-peace-3264c6d1a54a8a65	tolstoy-war-and-peace	ru	я вас люблю	— Нет! — вскрикнул он, — вы такой герой. Ах, как хорошо! как отлично! Как я вас люблю.	KEEP	1.0	VALID_EXPLICIT_LOVE_I_YOU	The Russian clause «я вас люблю» explicitly realizes first-person singular experiencer «я» with second-person target «вас» under the love verb «люблю».
tolstoy-war-and-peace-4fdc0eb6f1d52e8e	tolstoy-war-and-peace	ru	люблю тебя	— Я ужасно люблю тебя! — сказала вдруг Наташа. — Ужасно. Ужасно!	KEEP	1.0	VALID_EXPLICIT_LOVE_I_YOU	Russian «Я ужасно люблю тебя» explicitly realizes first-person singular experiencer («я/люблю») with second-person target («тебя»).
tolstoy-war-and-peace-59b432fefb8e03fe	tolstoy-war-and-peace	ru	я люблю вас	— Наташа, — сказал он, — вы знаете, что я люблю вас, но...	KEEP	1.0	VALID_EXPLICIT_LOVE_I_YOU	Russian «я люблю вас» explicitly realizes first-person singular experiencer я with second-person target вас under люблю ‘love’.
tolstoy-war-and-peace-6c979cc65fb66878	tolstoy-war-and-peace	ru	Я вас люблю	— Я вас люблю, — сказал князь Андрей.	KEEP	1.0	VALID_EXPLICIT_LOVE_I_YOU	Russian «Я вас люблю» explicitly realizes first-person singular experiencer «я» loving second-person target «вас».
tolstoy-war-and-peace-6e44b2fdfbdbaa1d	tolstoy-war-and-peace	ru	люблю вас	— Наташа, я слишком люблю вас. Больше всего на свете.	KEEP	1.0	VALID_EXPLICIT_LOVE_I_YOU	Russian «я слишком люблю вас» explicitly realizes first-person singular experiencer «я» loving the second-person target «вас».
tolstoy-war-and-peace-744e2a3bb39d2399	tolstoy-war-and-peace	ru	тебя... люблю	ько, потому что для него это было бы ужасно, а он понял это иначе. Он подумал, что это для меня ужасно бы было. Он тогда еще хотел жить — боялся смерти. И я так грубо, глупо сказала ему. Я не думала этого. Я думала совсем другое. Если б я сказала то, чтò думала, я бы сказала: пускай бы он умирал, всё время умирал бы перед моими глазами, я была бы счастлива в сравнении с тем, чтò я теперь. Теперь... Ничего, никого нет. Знал ли он это? Нет. Не знал и никогда не узнает. И теперь никогда, никогда уже нельзя поправить этого». И опять он говорил ей те же слова, но теперь в воображении своем Наташа отвечала ему иначе. Она останавливала его и говорила: «ужасно для вас, но не для меня. Вы знайте, что мне без вас нет ничего в жизни, и страдать с вами для меня лучшее счастие». И он брал ее руку и жал ее так, как он жал ее в тот страшный вечер, за четыре дня перед смертию. И в воображении своем она говорила ему еще другие нежные, любовные речи, которые она могла бы сказать тогда. «Я люблю тебя... тебя... люблю, люблю...», говорила она, судорожно сжимая руки, стискивая зубы с ожесточенным усилием.	KEEP	1.0	VALID_EXPLICIT_LOVE_I_YOU	Russian «Я люблю тебя... тебя... люблю» explicitly realizes first-person singular experiencer я with second-person target тебя.
tolstoy-war-and-peace-97bb0f3373ee85cf	tolstoy-war-and-peace	ru	Я вас люблю	— Ну вот видите ли, мой милый. Вам, я думаю, не безызвестно, что господа Сперанский и Магницкий отправлены куда следует; то же сделано с господином Ключаревым, то же и с другими, которые под видом сооружения храма Соломона старались разрушить храм своего отечества. Вы можете понимать, что на это есть причины и что я не мог бы сослать здешнего почт-директора, ежели бы он не был вредный человек. Теперь мне известно, что вы послали ему свой экипаж для подъема из города и даже, что вы приняли от него бумаги для хранения. Я вас люблю и не желаю вам зла, и как вы вдвое моложе меня, то я, как отец, советую вам прекратить всякое сношение с такого рода людьми и самому уезжать отсюда как можно скорее.	KEEP	1.0	VALID_EXPLICIT_LOVE_I_YOU	Russian «Я вас люблю» explicitly realizes first-person singular experiencer «я» loving the second-person target «вас».
tolstoy-war-and-peace-c0d16fe3e0bd1e4c	tolstoy-war-and-peace	ru	я тебя люблю	«Оттого, что я тебя люблю!» хотел он сказать, но он не сказал этого, до слез покраснел и опустил глаза.	KEEP	1.0	VALID_EXPLICIT_LOVE_I_YOU	The quoted Russian clause «я тебя люблю» explicitly realizes first-person singular experiencer я, second-person target тебя, and the love verb люблю; unrealized intended speech still qualifies.
tolstoy-war-and-peace-dbc4d1aefac8b7ce	tolstoy-war-and-peace	ru	Я люблю тебя	— Я люблю тебя больше, лучше чем прежде, — сказал князь Андрей, поднимая рукой ее лицо, так чтоб он мог глядеть в ее глаза.	KEEP	1.0	VALID_EXPLICIT_LOVE_I_YOU	Russian «Я люблю тебя» explicitly realizes first-person singular experiencer «я» loving the second-person target «тебя».
tolstoy-war-and-peace-f4a49ebc495938ce	tolstoy-war-and-peace	ru	Я безумно люблю вас	— Я не могу к вам ездить, но неужели я никогда не увижу вас? Я безумно люблю вас. Неужели никогда?... — и он, заслоняя ей дорогу, приближал свое лицо к ее лицу.	KEEP	1.0	VALID_EXPLICIT_LOVE_I_YOU	Russian «Я безумно люблю вас» explicitly realizes first-person singular experiencer «я» with second-person target «вас» as the direct object of «люблю».
