occurrence_id	work	language	match	short_context	ai_decision	confidence	reason_code	review_note
gissing-the-odd-women-3f525f062aa4f474	gissing-the-odd-women	en	I love you	“Oh, before another day has passed!” sobbed Monica. “It is wrong even to go back to-day. I love you, and in that there is nothing to be ashamed of; but what bitter shame to be living with _him_, practising hypocrisy. He makes me hate myself as much as I hate _him_.”	KEEP	1.0	VALID_EXPLICIT_LOVE_I_YOU	The explicit clause “I love you” uses first-person singular “I” as the experiencer and second-person “you” as the direct target of love.
gissing-the-odd-women-51c21ceef8e19a00	gissing-the-odd-women	en	I love you	“I love you, and I can’t abandon hope.”	KEEP	1.0	VALID_EXPLICIT_LOVE_I_YOU	The clause explicitly uses first-person singular “I” as experiencer and second-person “you” as the direct target of “love.”
gissing-the-odd-women-5f3ea2b0816eebde	gissing-the-odd-women	en	I love you	“MY DEAREST MONICA,”—the missive began—“Why have you not written before this? I have been dreadfully uneasy ever since receiving your last letter. Your headache soon went away, I hope? Why haven’t you made another appointment? It is all I can do to keep from breaking my promise and coming to ask about you. Write at once, I implore you, my dearest. It’s no use telling me that I must not use these words of affection; they come to my lips and to my pen irresistibly. You know so well that I love you with all my heart and soul; I can’t address you like I did when we first corresponded. My darling! My dear, sweet, beautiful little girl—”	KEEP	1.0	VALID_EXPLICIT_LOVE_I_YOU	The explicit clause “I love you with all my heart and soul” has a first-person singular experiencer and second-person target.
gissing-the-odd-women-7c5fd4b2db052397	gissing-the-odd-women	en	I don’t love you	“I don’t love you in the least. And if I did I would never share your life.”	KEEP	1.0	VALID_EXPLICIT_LOVE_I_YOU	The explicit negative clause “I don’t love you” lexically realizes LOVE with a first-person singular experiencer and second-person target.
gissing-the-odd-women-9b3bdf36989af8ba	gissing-the-odd-women	en	I love you	“And for that very reason, because you are capable of such things, I love you only the more.”	KEEP	1.0	VALID_EXPLICIT_LOVE_I_YOU	The explicit transitive clause “I love you” has a first-person singular experiencer and second-person target; “only the more” modifies degree.
gissing-the-odd-women-9c7d43c0683c5c32	gissing-the-odd-women	en	I love you	“Thank you for saying that—for putting it so well, and so kindly for me. Let us disregard people, then. Let us go on seeing each other. I love you with all my soul”—he choked a little at this first utterance of the solemn word—“and your rules shall be mine. Give me a chance of winning you. Tell me if I offend you in anything—if there’s anything you dislike in me.”	KEEP	1.0	VALID_EXPLICIT_LOVE_I_YOU	The explicit clause “I love you with all my soul” has a first-person singular experiencer and second-person target.
gissing-the-odd-women-a6e5669ceb211458	gissing-the-odd-women	en	I still love you	“I loved you, that’s all. And I believe I still love you.”	KEEP	1.0	VALID_EXPLICIT_LOVE_I_YOU	The clause explicitly realizes first-person singular experiencer “I” loving second-person target “you”; “still” marks continuation without altering the love sense.
gissing-the-odd-women-afcc6e28f63758e6	gissing-the-odd-women	en	I loved you	“I loved you,” he answered curtly, answering her steady look.	KEEP	1.0	VALID_EXPLICIT_LOVE_I_YOU	The clause explicitly realizes past-tense LOVE with first-person singular experiencer “I” and second-person target “you.”
gissing-the-odd-women-b59bd76c1c6b1593	gissing-the-odd-women	en	I love you	“I love you with all my soul, Monica! Sit down again, dearest; let us talk about it, and see what we can do.”	KEEP	1.0	VALID_EXPLICIT_LOVE_I_YOU	The explicit main-clause statement “I love you” has a first-person singular experiencer and a second-person target, reinforced by the intensifier “with all my soul.”
gissing-the-odd-women-c8c102af826e4d77	gissing-the-odd-women	en	I loved you	“I loved you, that’s all. And I believe I still love you.”	KEEP	1.0	VALID_EXPLICIT_LOVE_I_YOU	“I loved you” explicitly realizes first-person singular experiencer and second-person target with love in its interpersonal sense.
skram-constance-ring-342b3cad3e79af40	skram-constance-ring	no	Jeg elsker dig	„Jeg elsker dig“ — sa hun, „elsker, elsker dig,“ og hendes Kys og Kjærtegn var heftigere end nogen Sinde.	KEEP	1.0	VALID_EXPLICIT_LOVE_I_YOU	Norwegian «Jeg elsker dig» explicitly realizes first-person singular experiencer «Jeg» loving the second-person target «dig».
skram-constance-ring-41aff011684db92f	skram-constance-ring	no	Jeg elskede dig	«Jeg elskede dig saa højt, Constance,* stønnede han.	KEEP	1.0	VALID_EXPLICIT_LOVE_I_YOU	Norwegian «Jeg elskede dig» explicitly realizes past-tense LOVE with first-person singular experiencer «Jeg» and second-person target «dig».
skram-constance-ring-eff8f54f2ce7f7bd	skram-constance-ring	no	jeg elskede dig	«I Grunden har jeg været nok saa ud holdende, Conny, det maa du indrømme, for du gjorde alt for at ta Modet fra mig, men som sagt, jeg elskede dig, jeg har aldrig elsket, før jeg begyndte at elske dig.»	KEEP	1.0	VALID_EXPLICIT_LOVE_I_YOU	Norwegian «jeg elskede dig» explicitly realizes first-person singular experiencer «jeg» loving the second-person target «dig».
skram-lucie-1843e92d8f2ba6e5	skram-lucie	no	jeg elsker også Dig	«Ja, Knut, nu tror jeg på din kjærlighed. Og jeg elsker også Dig. Jeg tror på Dig og jeg er din. Siden Du vil ha mig.»	KEEP	1.0	VALID_EXPLICIT_LOVE_I_YOU	Norwegian «jeg elsker også Dig» explicitly means “I love you too,” with first-person singular experiencer and second-person target.
skram-lucie-388b107bcaa8cfbe	skram-lucie	no	jeg elsker Dig	«Aa gud som jeg elsker Dig, Theodor», hvisked hun. «Ja, Du ved det ikke Du, endda Du er så lej og slem imod mig», hun kneb ham i øre flippen. «Hvorfor skal Du være det da, styggen?»	KEEP	1.0	VALID_EXPLICIT_LOVE_I_YOU	The explicit Norwegian clause «jeg elsker Dig» directly realizes first-person singular experiencer ‘I’ loving second-person target ‘you’.
von-arnim-vera-2ec5625a94895d2d	von-arnim-vera	en	I love you	'Oh, I love you, love you----' murmured Lucy, clinging to him, making secret vows of sensibleness, of wholesomeness, of a determined, unfailing future simplicity.	KEEP	1.0	VALID_EXPLICIT_LOVE_I_YOU	Lucy explicitly says “I love you” to the second-person male target, with “love” used in its ordinary affective sense.
von-arnim-vera-7cbae446cf41cde7	von-arnim-vera	en	I love you	'I'm only thinking that I love you,' he said, laying his hand on hers.	KEEP	1.0	VALID_EXPLICIT_LOVE_I_YOU	The embedded clause “I love you” explicitly realizes first-person singular as experiencer and second person as the target of love.
