occurrence_id	work	language	match	short_context	ai_decision	confidence	reason_code	review_note
bronte-jane-eyre-123452c68d7c6c19	bronte-jane-eyre	en	I love you	“All day yesterday I was very busy, and very happy in my ceaseless bustle; for I am not, as you seem to think, troubled by any haunting fears about the new sphere, et cetera: I think it a glorious thing to have the hope of living with you, because I love you. No, sir, don’t caress me now—let me talk undisturbed. Yesterday I trusted well in Providence, and believed that events were working together for your good and mine: it was a fine day, if you recollect—the calmness of the air and sky forbade apprehensions respecting your safety or comfort on your journey. I walked a little while on the pavement after tea, thinking of you; and I beheld you in imagination so near me, I scarcely missed your actual presence. I thought of the life that lay before me—_your_ life, sir—an existence more expansive and stirring than my own: as much more so as the depths of the sea to which the brook runs are than the shallows of its own strait channel. I wondered why moralists call this world a dreary wilderness: for me it blossomed like a rose. Just at sunset, the air turned cold and the sky cloudy: I went in, Sophie called me upstairs to look at my wedding-dress, which they had just brought; and under it in the box I found your present—the veil which, in your	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
bronte-jane-eyre-5d49544b70ebba97	bronte-jane-eyre	en	I will love you	“Mr. Rochester, I will love you and live with you through life till death,” and a fount of rapture would spring to my lips. I thought of this.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
bronte-jane-eyre-7a1dd7747523f947	bronte-jane-eyre	en	I do not love you	“I am not deceitful: if I were, I should say I loved _you;_ but I declare I do not love you: I dislike you the worst of anybody in the world except John Reed; and this book about the liar, you may give to your girl, Georgiana, for it is she who tells lies, and not I.”	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
bronte-jane-eyre-d6d7a3195bede449	bronte-jane-eyre	en	I love you	“There is no dishonour, no breach of promise, no desertion in the case. I am not under the slightest obligation to go to India, especially with strangers. With you I would have ventured much, because I admire, confide in, and, as a sister, I love you; but I am convinced that, go when and with whom I would, I should not live long in that climate.”	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
bronte-jane-eyre-f605e92a5aee11b7	bronte-jane-eyre	en	I love you	“And then you won’t know me, sir; and I shall not be your Jane Eyre any longer, but an ape in a harlequin’s jacket—a jay in borrowed plumes. I would as soon see you, Mr. Rochester, tricked out in stage-trappings, as myself clad in a court-lady’s robe; and I don’t call you handsome, sir, though I love you most dearly: far too dearly to flatter you. Don’t flatter me.”	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
bronte-jane-eyre-f887caa5b15d8492	bronte-jane-eyre	en	I love you	“Which are none, sir, to me. I love you better now, when I can really be useful to you, than I did in your state of proud independence, when you disdained every part but that of the giver and protector.”	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
cofield-nikkis-touch-220758db81bfb96a	cofield-nikkis-touch	en	I love you	“Nikki, it’s me,” Keith’s voice came through, heavy with concern. “I woke up, and you were gone. Please, just...call me. I need to know you’re okay. If I did something to upset you, I’m sorry. I love you, Nikki. Don’t shut me out.”	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
cofield-nikkis-touch-2680e3dbcb10c0bd	cofield-nikkis-touch	en	I love you	Franco squeezed her hand, and she turned to look at him. His expression was soft, yet full of emotion. “I love you, Nikki,” he whispered, his voice steady and sincere. “I’ve loved you for a while now. I just— I needed to make sure I didn’t rush this. But now... I know. I know it’s real.”	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
cofield-nikkis-touch-578cae0a736fc887	cofield-nikkis-touch	en	I love you	“I can’t stop thinking about you, Nikki. I love you. I know it’s complicated, but I want to be with you. I’m not asking you to make a decision now, but please, just… call me back.”	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
cofield-nikkis-touch-5fade451a12894bd	cofield-nikkis-touch	en	I love you	“I love you too, Franco,” she said, her voice thick with emotion. “I’m so glad I found you.”	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
cofield-nikkis-touch-705ce271ea0f1216	cofield-nikkis-touch	en	I love you	“Nikki D,” Franco continued, his voice full of emotion, “I love you more than words could ever express. You’ve changed my life in ways I never thought possible. You make me a better man, and I can’t imagine my future without you in it. Will you marry me?”	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
cofield-nikkis-touch-790c54136d0df343	cofield-nikkis-touch	en	I love you	Keith stilled, then smiled. “I love you too,” he said, his voice steady and sincere.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
cofield-nikkis-touch-b54666ff57a942ea	cofield-nikkis-touch	en	I love you	As they lay in bed afterward, Keith traced lazy circles on Nikki’s arm. She turned to him, her heart full. “I love you,” she said suddenly, the words spilling out before she could stop them.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
cofield-nikkis-touch-c6474324e8b43177	cofield-nikkis-touch	en	I’ve loved you	Franco squeezed her hand, and she turned to look at him. His expression was soft, yet full of emotion. “I love you, Nikki,” he whispered, his voice steady and sincere. “I’ve loved you for a while now. I just— I needed to make sure I didn’t rush this. But now... I know. I know it’s real.”	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
cofield-nikkis-touch-d2ba2eec79fb8026	cofield-nikkis-touch	en	I love you	“I love you,” he murmured against her lips, his voice full of promise. “I love you so much, Nikki.”	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
cofield-nikkis-touch-d6527806fef2bde9	cofield-nikkis-touch	en	I love you	“I love you,” he murmured against her lips, his voice full of promise. “I love you so much, Nikki.”	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
cofield-nikkis-touch-f06c51866d6844b0	cofield-nikkis-touch	en	I love you	“You don’t know how much I need you, Nikki. I’ve been a fool. But please don’t shut me out. I love you. I need you. Just give me a chance.”	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
constant-adolphe-c5d46562d1ddc4e7	constant-adolphe	fr	je vous aime	deux années de notre liaison ne s'effaceront pas de ma mémoire; elles seront à jamais l'époque la plus belle de ma vie. Mais l'amour, ce transport des sens, cette ivresse involontaire, cet oubli de tous les intérêts, de tous les devoirs, Ellénore, je ne l'ai plus». J'attendis longtemps sa réponse sans lever les yeux sur elle. Lorsque enfin je la regardai, elle était immobile; elle contemplait tous les objets comme si elle n'en eût reconnu aucun; je pris sa main: je la trouvai froide. Elle me repoussa. «Que me voulez-vous? me dit-elle; ne suis-je pas seule, seule dans l'univers, seule sans un être qui m'entende? Qu'avez- vous encore à me dire? ne m'avez-vous pas tout dit? Tout n'est-il pas fini, fini sans retour? Laissez-moi, quittez-moi; n'est-ce pas là ce que vous désirez?» Elle voulut s'éloigner, elle chancela; j'essayai de la retenir, elle tomba sans connaissance à mes pieds; je la relevai, je l'embrassai, je rappelai ses sens. «Ellénore, m'écriai-je, revenez à vous, revenez à moi; je vous aime d'amour, de l'amour le plus tendre, je vous avais trompée pour que vous fussiez plus libre dans votre choix». Crédulités du coeur, vous êtes inexplicables! Ces simples paroles, démenties par tant de paroles précédentes, rendirent Ellénore à la vie et à la confiance; elle me les fit répéter plusieurs fois: elle semblait respirer avec avidité. Elle me crut: elle s'enivra de son amour, qu'elle prenait pour le nôtre; elle confirma sa réponse au comte de P**, et je me vis plus engagé que jamais.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
dumas-fils-la-dame-aux-camelias-0559ddcd9689bed3	dumas-fils-la-dame-aux-camelias	fr	je vous aimais	«Quoi qu'il arrive, je vous aimais bien, Armand, et je serais morte depuis longtemps si je n'avais pour m'assister le souvenir de cet amour, et comme un vague espoir de vous revoir encore près de moi.»	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
dumas-fils-la-dame-aux-camelias-0ee0cb8fa3392189	dumas-fils-la-dame-aux-camelias	fr	je vous aimais	«Je pleurais silencieusement, mon ami, devant toutes ces réflexions que j'avais faites bien souvent, et qui, dans la bouche de votre père, acquéraient encore une plus sérieuse réalité. Je me disais tout ce que votre père n'osait pas me dire, et ce qui vingt fois lui était venu sur les lèvres: que je n'étais après tout qu'une fille entretenue, et que quelque raison que je donnasse à notre liaison, elle aurait toujours l'air d'un calcul; que ma vie passée ne me laissait aucun droit de rêver un pareil avenir, et que j'acceptais des responsabilités auxquelles mes habitudes et ma réputation ne donnaient aucune garantie. Enfin, je vous aimais, Armand. La manière paternelle dont me parlait M. Duval, les chastes sentiments qu'il évoquait en moi, l'estime de ce vieillard loyal que j'allais conquérir, la vôtre que j'étais sûre d'avoir plus tard, tout cela éveillait en mon cœur de nobles pensées qui me relevaient à mes propres yeux, et faisaient parler de saintes vanités, inconnues jusqu'alors. Quand je songeais qu'un jour ce vieillard, qui m'implorait pour l'avenir de son fils, dirait à sa fille de mêler mon nom à ses prières, comme le nom d'une mystérieuse amie, je me transformais et j'étais fière de moi.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
dumas-fils-la-dame-aux-camelias-27d37ff82a5fa641	dumas-fils-la-dame-aux-camelias	fr	je t'aime	--Tu sais bien que je t'aime.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
dumas-fils-la-dame-aux-camelias-3b90c2a68b92da6c	dumas-fils-la-dame-aux-camelias	fr	je vous aime	--Que voulez-vous, Marguerite, je vous aime trop, et je suis jaloux de la moindre de vos pensées. Ce que vous m'avez proposé tout à l'heure me rendrait fou de joie, mais le mystère qui précède l'exécution de ce projet me serre le cœur.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
dumas-fils-la-dame-aux-camelias-40a8210f050f8d3d	dumas-fils-la-dame-aux-camelias	fr	je vous aime	--Voyons, raisonnons un peu, reprit-elle en me prenant les deux mains et en me regardant avec un charmant sourire auquel il m'était impossible de résister; vous m'aimez, n'est-ce pas? et vous seriez heureux de passer trois ou quatre mois à la campagne avec moi seule; moi aussi, je serais heureuse de cette solitude à deux, non seulement j'en serais heureuse, mais j'en ai besoin pour ma santé. Je ne puis quitter Paris pour un si long temps sans mettre ordre à mes affaires, et les affaires d'une femme comme moi sont toujours très embrouillées; eh bien, j'ai trouvé le moyen de tout concilier, mes affaires et mon amour pour vous, oui, pour vous, ne riez pas, j'ai la folie de vous aimer! Et voilà que vous prenez vos grands airs et me dites des grands mots. Enfant, trois fois enfant, rappelez-vous seulement que je vous aime, et ne vous inquiétez de rien.--Est-ce convenu, voyons?	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
dumas-fils-la-dame-aux-camelias-56f646d5ed5e8e8a	dumas-fils-la-dame-aux-camelias	fr	je t'aime	--Non, il faut seulement que tu m'aimes comme je t'aime, et tout réussira.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
dumas-fils-la-dame-aux-camelias-6068c4cfee6f63ec	dumas-fils-la-dame-aux-camelias	fr	je vous aime	--C'est juste, dis-je en laissant tomber ma tête sur les genoux de Marguerite; mais moi je vous aime comme un fou.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
dumas-fils-la-dame-aux-camelias-61486bb3822d3e61	dumas-fils-la-dame-aux-camelias	fr	je t'ai aimé	«Quand il est mort, j'ai plus pleuré qu'à la mort de ma mère. Il est vrai qu'elle m'avait battue pendant douze ans de sa vie. Eh bien, je t'ai aimé tout de suite autant que mon chien. Si les hommes savaient ce qu'on peut avoir avec une larme, ils seraient plus aimés et nous serions moins ruineuses.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
dumas-fils-la-dame-aux-camelias-638e02f4b6c086be	dumas-fils-la-dame-aux-camelias	fr	je vous aime	--Si vous saviez comme je vous aime! lui disais-je tout bas.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
dumas-fils-la-dame-aux-camelias-68f4e8334a115fd3	dumas-fils-la-dame-aux-camelias	fr	je t'aime	--Oh! oui, je t'aime, mon Armand! murmura-t-elle en enlaçant ses deux bras autour de mon cou, je t'aime comme je n'aurais pas cru pouvoir aimer. Nous serons heureux, nous vivrons tranquilles, et je dirai un éternel adieu à cette vie dont je rougis maintenant. Jamais tu ne me reprocheras le passé, n'est-ce pas?	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
dumas-fils-la-dame-aux-camelias-82f8ac54b6132c06	dumas-fils-la-dame-aux-camelias	fr	je t'aime	--Oh! oui, je t'aime, mon Armand! murmura-t-elle en enlaçant ses deux bras autour de mon cou, je t'aime comme je n'aurais pas cru pouvoir aimer. Nous serons heureux, nous vivrons tranquilles, et je dirai un éternel adieu à cette vie dont je rougis maintenant. Jamais tu ne me reprocheras le passé, n'est-ce pas?	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
dumas-fils-la-dame-aux-camelias-9ab98569b7e9d8b7	dumas-fils-la-dame-aux-camelias	fr	je t'aime	--Ah! mon dieu! je m'en doutais, dit-elle. Quand Joseph est venu nous annoncer l'arrivée de ton père, j'ai tressailli comme à la nouvelle d'un malheur. Pauvre ami! et c'est moi qui te cause tous ces chagrins. Tu ferais peut-être mieux de me quitter que de te brouiller avec ton père. Cependant je ne lui ai rien fait. Nous vivons bien tranquilles, nous allons vivre plus tranquilles encore. Il sait bien qu'il faut que tu aies une maîtresse, et il devrait être heureux que ce fût moi, puisque je t'aime et n'ambitionne pas plus que ta position ne le permet. Lui as-tu dit comment nous avons arrangé l'avenir?	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
dumas-fils-la-dame-aux-camelias-ad9747db8a91af19	dumas-fils-la-dame-aux-camelias	fr	je t'aime	--C'est que tu ne sais pas combien je t'aime!	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
dumas-fils-la-dame-aux-camelias-bddb544698a8e78f	dumas-fils-la-dame-aux-camelias	fr	je ne t'aime pas	--Eh bien, fais-le pour moi, car je te jure que, moi, je ne t'aime pas comme les autres t'aimaient.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
dumas-fils-la-dame-aux-camelias-c54f6a534899c75d	dumas-fils-la-dame-aux-camelias	fr	je vous aime	--C'est que personne ne vous a jamais aimée comme je vous aime.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
dumas-fils-la-dame-aux-camelias-e7b500262169749c	dumas-fils-la-dame-aux-camelias	fr	Je vous aime	«Cher enfant, je suis un peu souffrante, et le médecin m'ordonne le repos. Je me coucherai de bonne heure ce soir et ne vous verrai pas. Mais, pour vous récompenser, je vous attendrai demain à midi. Je vous aime.»	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
dumas-fils-la-dame-aux-camelias-fc500e7b803bd4b2	dumas-fils-la-dame-aux-camelias	fr	je t'aime toujours	--Parce que, malgré ce que tu m'as fait, je t'aime toujours et que je veux te garder ici.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
dumas-fils-la-dame-aux-camelias-fdfd3086f5653d85	dumas-fils-la-dame-aux-camelias	fr	je vous aime	--Parce que je vous aime, pardieu!	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
flaubert-madame-bovary-16c99e7faf775576	flaubert-madame-bovary	fr	je vous aime	— De grâce, restez! je vous aime!	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
flaubert-madame-bovary-335ebf2867c5be83	flaubert-madame-bovary	fr	je vous aime	— Non, je vous aime, voilà tout! Vous n’en doutez pas! Dites-le-moi; un mot! un seul mot!	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
flaubert-madame-bovary-3a5c0bacdb29b4b6	flaubert-madame-bovary	fr	je t’aime	— Mais oui, je t’aime! répondait-il.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
flaubert-madame-bovary-537489e8ff124dab	flaubert-madame-bovary	fr	je t’aime	— Amenez-la-moi! dit sa mère se précipitant pour l’embrasser. Comme je t’aime, ma pauvre enfant! comme je t’aime!	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
flaubert-madame-bovary-7fda09a460a7d11d	flaubert-madame-bovary	fr	Je t’aime	— Je t’aime! répondit-elle en lui passant les bras autour du cou.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
flaubert-madame-bovary-9c5ce7620a641ec7	flaubert-madame-bovary	fr	Je t’aime	— Ah! pardonne-moi! tu es la seule qui me plaise. J’ai été imbécile et méchant! Je t’aime, je t’aimerai toujours!... Qu’as-tu? dis-le donc!	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
flaubert-madame-bovary-c88819f894bfd568	flaubert-madame-bovary	fr	je t’aime	— Oh! c’est que je t’aime! reprenait-elle, je t’aime à ne pouvoir me passer de toi, sais-tu bien? J’ai quelquefois des envies de te revoir où toutes les colères de l’amour me déchirent. Je me demande: «Où est-il? Peut-être il parle à d’autres femmes? Elles lui sourient, il s’approche...» Oh! non, n’est-ce pas, aucune ne te plaît? Il y en a de plus belles; mais, moi, je sais mieux aimer! Je suis ta servante et ta concubine! Tu es mon roi, mon idole! tu es bon! tu es beau! tu es intelligent! tu es fort!	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
flaubert-madame-bovary-d5a6df4e77a01f1e	flaubert-madame-bovary	fr	je t’aime	— Qu’as-tu? qu’as-tu? répétait-il stupéfait. Calme-toi! reprends-toi!... Tu sais bien que je t’aime! ... viens!	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
flaubert-madame-bovary-d9a335af785b4694	flaubert-madame-bovary	fr	je t’aime	— Amenez-la-moi! dit sa mère se précipitant pour l’embrasser. Comme je t’aime, ma pauvre enfant! comme je t’aime!	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
flaubert-madame-bovary-e4caf578244dfcce	flaubert-madame-bovary	fr	je t’aime	— Si je t’aime! si je t’aime! mais je t’adore, mon amour!	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
flaubert-madame-bovary-e6756e85b84c335b	flaubert-madame-bovary	fr	je t’aime	— Oh! c’est que je t’aime! reprenait-elle, je t’aime à ne pouvoir me passer de toi, sais-tu bien? J’ai quelquefois des envies de te revoir où toutes les colères de l’amour me déchirent. Je me demande: «Où est-il? Peut-être il parle à d’autres femmes? Elles lui sourient, il s’approche...» Oh! non, n’est-ce pas, aucune ne te plaît? Il y en a de plus belles; mais, moi, je sais mieux aimer! Je suis ta servante et ta concubine! Tu es mon roi, mon idole! tu es bon! tu es beau! tu es intelligent! tu es fort!	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
flaubert-madame-bovary-ebbb07edd33d6fa1	flaubert-madame-bovary	fr	je t’aime	— Si je t’aime! si je t’aime! mais je t’adore, mon amour!	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
